lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
1,0,83.0,5,10,4,1,0,0,0,1
5,1,105.0,12,20,4,1,0,0,0,1
39,1,140.4,5,17,4,3,0,0,3,1
22,0,75.0,10,20,3,3,0,0,3,1
108,0,121.37,7,16,4,5,2,0,3,0
48,1,158.0,10,22,4,1,1,0,5,1
149,1,80.75,6,25,3,1,2,0,0,1
3,0,118.15,7,11,2,2,1,0,0,1
38,0,149.4,9,10,4,2,2,0,3,0
19,0,58.0,12,26,3,1,2,0,0,1
12,0,0.0,8,5,1,3,0,0,0,1
75,0,150.45,5,9,4,6,3,0,3,1
88,1,82.45,3,30,4,5,2,0,0,1
42,2,88.4,12,11,4,3,2,0,0,1
280,1,107.0,8,12,4,2,1,0,0,0
18,3,158.0,5,21,4,1,1,0,3,1
86,1,80.75,4,9,3,2,2,0,0,1
2,0,63.75,11,4,3,4,0,0,0,1
11,1,141.0,6,17,4,2,0,0,0,0
21,1,102.0,2,11,4,2,0,0,0,1
82,2,129.59,6,9,4,3,0,0,3,1
134,1,114.96,6,2,4,3,1,0,1,1
16,0,135.0,10,7,4,1,0,3,0,0
14,0,90.1,12,6,4,5,2,0,0,1
1,3,184.0,10,1,4,1,1,0,0,1
0,0,58.0,12,20,3,1,2,0,0,1
130,0,105.3,7,17,4,1,2,0,0,1
81,0,75.0,12,16,3,2,1,0,0,1
162,0,96.13,7,20,4,4,0,3,0,0
90,1,93.6,12,21,4,3,0,0,0,1
153,1,91.38,7,27,4,4,0,3,0,1
6,0,161.0,11,25,4,1,0,0,3,1
14,0,105.0,11,16,4,4,0,0,0,0
15,2,90.0,12,27,3,1,0,0,0,1
23,1,95.0,9,5,4,1,2,0,0,1
20,0,85.0,10,27,3,1,0,3,0,1
38,0,187.0,11,4,4,2,0,0,5,1
30,0,68.71,11,12,4,2,2,0,0,0
162,2,121.5,7,27,4,1,0,0,0,0
29,2,96.3,11,6,4,2,1,0,0,1
138,1,138.5,8,22,3,1,2,1,0,1
116,0,89.25,10,27,4,3,0,0,0,1
16,0,67.81,12,10,4,7,4,3,0,1
19,2,162.0,8,26,4,2,1,0,3,1
359,1,39.0,10,14,3,3,2,0,0,1
89,0,82.45,4,4,4,3,1,0,0,1
102,0,58.0,3,25,3,2,2,0,0,1
34,0,108.0,10,2,4,1,2,3,0,0
87,1,139.95,7,27,4,4,0,0,3,1
35,1,121.28,9,25,4,2,2,0,0,1
11,1,140.0,11,10,4,1,0,3,0,0
161,0,126.9,9,15,4,3,1,0,0,0
115,0,91.12,12,23,4,2,2,0,4,1
311,1,112.5,12,30,4,2,0,0,0,0
109,1,76.5,7,11,4,1,2,0,0,0
64,1,68.61,6,20,4,3,1,3,0,1
50,1,51.0,1,14,3,3,0,0,0,1
68,0,73.9,3,3,4,2,0,0,0,1
0,0,66.13,9,4,3,2,1,0,0,1
3,0,71.2,5,16,3,0,1,3,0,1
32,2,105.4,3,4,4,2,0,0,3,1
0,1,129.0,6,21,4,2,0,3,0,1
103,0,95.0,5,4,4,3,0,0,0,0
16,2,117.0,10,1,4,2,0,0,0,1
148,0,79.53,6,25,4,5,2,0,0,0
174,0,131.75,8,16,4,8,2,1,0,0
15,0,111.8,2,12,3,2,1,1,0,1
37,0,88.0,12,14,4,2,0,3,0,0
8,1,95.0,4,5,4,1,0,0,0,1
72,0,95.4,11,12,4,1,1,0,0,0
157,2,117.68,11,6,4,2,2,0,0,0
0,0,77.6,1,30,3,1,0,0,0,1
95,0,72.8,4,5,4,2,0,0,0,0
80,1,96.3,6,23,4,1,0,0,0,1
65,2,103.5,3,28,4,2,1,0,0,1
9,0,66.0,1,24,3,3,2,0,0,1
252,0,67.5,11,15,4,2,0,3,0,0
22,0,85.0,10,5,3,2,0,0,0,1
7,1,117.04,10,3,4,2,1,0,0,1
90,0,80.75,4,12,4,4,0,3,0,1
57,0,152.1,8,15,4,3,1,0,0,1
1,0,89.0,1,6,4,1,0,0,0,1
18,1,139.0,9,20,4,1,0,0,0,1
52,2,79.2,11,6,4,2,1,0,0,1
86,2,198.9,5,22,4,3,2,1,0,1
79,0,120.6,8,26,4,2,2,3,0,0
119,3,72.25,12,26,4,1,2,0,0,1
39,1,94.5,4,24,4,0,1,3,0,1
14,1,91.43,8,17,4,4,1,3,0,1
49,1,161.1,8,21,4,0,2,0,0,1
73,1,94.0,4,3,4,1,2,3,0,1
20,0,93.0,3,8,4,1,0,0,0,1
221,1,109.65,9,12,4,3,1,3,0,0
4,0,108.35,2,12,4,14,6,0,3,0
0,2,150.0,10,30,4,0,2,0,0,1
147,0,101.7,5,4,4,4,0,0,0,0
27,1,143.3,11,6,4,3,2,0,0,1
0,0,190.0,4,16,4,1,1,0,5,1
3,0,90.0,9,24,3,1,0,0,0,1
1,1,135.0,12,31,4,1,0,0,0,1
2,2,89.0,8,21,4,2,2,3,0,1
193,0,86.5,7,15,4,1,0,0,1,0
55,0,70.0,12,30,3,3,0,0,0,1
65,2,80.1,10,28,4,1,0,3,0,1
31,0,103.05,8,28,4,0,2,3,0,1
147,0,89.25,7,15,4,2,2,0,0,1
116,0,131.4,8,22,4,5,1,0,3,0
102,0,80.75,5,29,3,1,2,0,0,0
59,2,137.7,4,21,4,1,0,0,3,1
6,0,129.0,5,10,4,4,0,3,0,0
23,3,129.0,9,28,4,2,0,3,0,1
3,1,0.0,2,26,4,0,0,0,0,1
61,2,121.5,5,13,4,2,1,0,0,1
150,1,85.5,6,27,4,0,1,3,0,0
55,2,74.8,11,11,4,2,2,3,0,1
157,1,132.9,6,14,4,3,0,0,3,0
46,2,163.8,5,16,4,1,1,0,3,1
207,3,76.5,8,21,4,3,2,0,0,1
119,1,103.5,5,19,4,1,0,3,0,1
58,0,75.0,11,16,3,3,0,0,0,1
59,0,100.0,10,9,3,1,2,0,0,1
58,2,108.0,10,19,4,1,0,3,0,1
4,0,99.0,3,11,2,1,0,0,0,1
61,0,60.0,11,28,3,1,2,0,3,1
9,0,56.0,3,2,3,2,0,0,0,1
26,1,137.67,6,26,4,1,2,0,0,0
14,1,139.0,2,14,4,5,2,0,3,1
107,0,75.14,10,23,3,2,2,0,0,1
8,1,124.1,5,29,4,1,2,0,3,1
28,0,109.0,5,19,2,2,0,0,0,1
5,0,95.0,4,4,0,3,1,0,0,0
44,0,124.46,8,29,4,5,2,0,3,1
65,1,214.76,8,8,4,2,1,0,6,1
78,0,107.1,7,4,4,2,1,3,0,0
8,0,98.0,4,20,2,1,0,0,0,1
4,0,110.0,10,24,0,3,1,0,3,1
62,0,99.0,9,4,4,0,1,3,0,0
42,0,93.6,3,22,4,1,0,0,0,1
38,0,81.0,6,19,3,1,2,0,0,1
185,1,90.95,7,5,4,4,0,0,0,0
45,0,76.3,2,29,4,2,1,0,0,1
5,1,98.0,8,13,4,3,0,0,0,0
33,1,85.5,9,14,4,1,1,0,0,1
44,0,85.5,9,18,3,2,2,0,0,1
1,2,81.0,8,7,4,1,0,3,0,1
0,0,148.67,8,13,4,3,0,0,0,0
5,2,105.0,8,20,4,1,0,0,0,1
46,0,125.55,10,6,4,3,0,0,3,0
1,0,85.0,5,12,3,1,0,3,0,1
28,1,137.2,10,3,4,5,1,0,3,1
35,2,103.5,11,26,4,3,0,3,0,1
94,0,76.5,4,16,4,2,2,3,0,0
2,1,109.0,6,9,4,1,0,3,0,1
22,2,177.0,5,21,4,1,0,0,3,1
180,1,108.9,10,1,4,1,2,0,0,0
45,0,80.75,5,30,3,3,1,0,0,1
57,0,86.0,6,10,3,1,0,1,0,1
12,0,80.8,11,16,4,1,0,0,0,1
9,1,148.5,5,10,4,4,0,0,3,1
1,1,98.56,5,10,4,3,0,0,0,1
49,1,112.2,4,10,4,2,2,0,3,1
48,0,80.1,3,28,4,0,1,3,0,1
8,0,80.0,2,19,2,1,0,0,0,1
78,2,60.0,3,3,3,3,1,0,0,1
10,0,96.92,11,20,4,8,4,0,0,0
67,1,103.14,12,27,4,3,2,0,0,1
3,0,110.0,4,21,4,1,0,0,0,1
208,2,112.5,8,21,4,0,2,0,0,0
39,1,73.81,11,11,4,3,2,0,0,1
90,0,99.45,4,12,4,4,0,0,3,0
33,1,157.14,3,22,4,5,0,0,3,1
4,0,93.8,12,2,4,2,2,0,0,1
55,2,130.05,4,22,4,2,2,0,0,1
6,1,81.0,12,16,4,1,0,0,0,1
9,1,89.0,1,4,4,0,1,0,0,1
134,1,113.62,7,13,4,9,3,0,3,1
31,0,77.0,11,13,2,2,2,0,0,1
0,1,89.0,4,8,4,1,0,3,0,1
20,0,156.0,5,11,4,1,0,0,3,0
34,0,80.0,12,1,2,3,0,0,0,1
14,1,166.0,8,14,4,3,2,0,3,1
3,1,31.0,2,26,2,1,0,0,0,1
71,0,198.9,4,29,4,2,1,0,5,0
56,1,123.3,3,29,4,3,0,0,3,0
4,0,111.0,4,1,4,2,0,0,0,0
12,1,200.0,8,13,4,1,2,0,3,1
79,0,105.61,12,26,4,3,1,0,3,0
0,1,91.0,11,9,4,3,1,0,0,1
9,3,0.0,11,11,1,2,0,0,0,1
207,0,72.25,8,20,3,6,4,0,0,1
60,0,68.0,12,27,3,3,2,0,0,1
62,1,120.88,12,23,4,2,1,1,0,1
103,1,58.0,3,12,3,1,1,0,0,1
32,0,0.0,11,20,4,2,0,0,0,1
48,0,127.03,8,27,4,5,2,0,3,0
36,0,150.3,4,3,4,0,1,0,0,1
5,1,79.0,2,12,4,2,0,3,0,1
58,1,139.5,10,20,4,3,0,0,3,0
22,1,169.0,8,2,4,3,0,0,0,1
156,1,72.25,7,16,3,2,2,0,0,1
122,2,153.0,5,12,4,3,0,0,3,1
22,0,168.3,7,1,4,2,1,0,3,0
51,0,88.0,11,2,4,4,1,3,0,0
15,2,166.6,5,29,4,2,2,0,5,1
172,2,128.7,7,19,4,2,0,0,3,0
17,2,139.0,10,6,4,1,0,0,0,1
122,2,105.83,7,9,4,2,2,0,0,1
45,2,125.1,6,1,4,1,0,0,0,1
136,1,105.6,5,30,4,2,1,0,0,0
114,0,150.45,6,15,4,4,0,0,3,1
15,1,75.0,12,10,2,2,0,0,0,1
20,1,109.0,6,13,4,2,1,3,0,1
0,0,95.0,8,31,3,4,0,0,0,1
164,1,126.9,9,30,4,2,2,0,3,0
33,1,102.37,2,26,4,2,1,0,0,1
13,0,6.0,3,20,4,0,1,0,0,1
65,1,125.1,9,27,4,3,0,3,0,1
9,0,90.0,9,25,3,0,1,0,0,0
14,1,122.96,11,7,4,5,1,0,3,1
23,0,180.25,11,6,4,2,2,0,0,1
104,0,68.42,4,19,4,3,0,0,0,1
20,1,69.5,1,24,4,2,2,3,0,1
4,1,176.0,5,27,4,1,0,0,3,1
53,0,80.2,2,27,4,4,2,0,0,1
140,2,108.0,10,11,4,3,0,3,0,0
1,1,88.0,12,5,4,0,1,3,0,1
31,0,67.68,12,8,3,3,0,0,0,1
27,0,97.0,9,21,3,2,1,0,3,1
143,0,85.5,8,26,4,1,0,3,0,1
62,3,131.51,9,27,4,5,4,0,0,1
0,0,70.03,4,19,4,3,0,0,3,1
104,1,114.3,7,3,4,2,2,0,0,1
136,0,102.85,4,28,4,3,2,0,3,1
52,0,150.9,8,26,4,4,2,0,3,1
0,0,65.0,8,3,2,2,1,0,0,1
58,0,60.0,2,3,3,4,1,0,0,1
0,0,174.0,12,6,4,1,0,0,5,1
22,1,159.0,8,1,4,3,1,0,0,1
105,0,97.12,3,20,4,4,2,0,3,1
159,0,99.45,8,3,4,6,2,0,0,0
67,1,89.24,3,26,3,1,0,0,0,1
2,0,91.0,11,13,4,2,1,0,0,1
57,1,85.85,3,29,4,4,0,0,0,1
32,1,117.9,5,21,4,1,1,0,0,0
4,2,133.5,9,7,4,1,1,0,0,1
197,0,112.0,8,25,3,3,0,0,0,0
118,0,123.3,10,27,4,3,2,0,3,0
0,2,90.0,8,6,4,1,0,0,0,1
127,0,141.3,7,28,4,3,2,0,3,1
1,1,88.0,7,21,2,1,0,0,0,1
92,1,76.5,7,4,4,1,2,0,0,0
147,1,123.3,8,14,4,1,2,0,0,1
8,0,77.92,12,27,4,1,2,3,0,1
14,1,102.0,3,10,3,3,0,0,0,1
11,1,81.0,2,6,4,1,2,3,0,1
22,0,95.0,4,19,4,1,0,0,0,0
38,2,143.1,3,25,4,2,0,0,0,1
42,0,76.5,9,19,3,1,2,0,0,1
43,1,110.2,12,4,4,1,2,0,3,1
5,0,131.0,4,21,4,2,0,0,3,0
188,2,72.76,7,22,3,2,2,0,0,1
7,0,82.0,2,24,3,3,0,0,0,1
199,1,98.1,10,1,4,1,1,3,0,1
1,0,65.0,4,13,2,1,0,0,0,1
6,1,139.0,6,30,4,1,0,3,0,1
48,1,139.5,10,11,4,3,0,0,3,1
149,0,71.0,1,17,3,3,2,0,0,1
104,0,126.9,6,9,4,3,0,0,0,0
3,0,66.0,1,18,2,2,1,0,0,1
53,0,135.9,8,4,4,3,1,0,0,0
250,2,100.3,9,8,4,3,2,0,0,0
16,1,130.0,8,1,4,0,1,0,0,1
41,1,88.0,12,20,2,1,0,0,0,1
4,1,91.0,3,2,4,1,0,3,0,1
117,1,79.69,6,28,4,3,0,3,0,1
87,1,136.8,11,18,4,2,0,1,3,1
17,1,114.73,9,12,4,1,1,0,3,1
189,1,106.75,8,15,4,4,1,1,0,0
124,0,140.15,11,5,4,2,2,0,0,1
103,1,95.88,5,5,4,3,1,0,3,1
8,1,92.66,10,29,4,1,2,3,0,1
0,1,150.0,10,1,4,1,2,0,0,1
17,1,159.0,3,30,4,3,0,0,0,1
49,2,74.8,11,13,4,3,2,3,0,1
171,0,121.5,8,3,4,3,0,0,0,0
65,0,91.2,9,5,4,2,1,3,0,0
17,2,151.0,6,30,4,7,2,0,0,1
30,1,126.9,5,15,4,2,2,0,0,0
77,0,136.0,9,25,3,2,1,0,0,1
64,1,162.4,11,18,4,2,1,0,5,1
32,0,85.5,10,9,3,1,2,0,0,1
0,1,101.0,4,15,4,2,1,0,0,1
27,0,118.15,9,19,4,0,1,0,0,0
43,0,0.0,10,23,4,1,0,0,0,1
170,1,72.76,7,28,4,3,0,3,0,1
79,0,70.0,11,13,3,2,0,0,0,1
0,1,65.0,1,20,2,1,0,0,0,1
6,0,91.0,3,4,4,1,0,3,0,1
9,2,95.0,9,10,4,1,0,0,0,1
68,2,96.17,9,12,4,5,2,0,0,1
5,0,119.0,5,22,3,0,2,0,4,1
4,1,67.0,12,20,2,3,0,0,0,1
0,0,153.0,10,10,2,2,1,0,0,1
26,1,79.85,10,4,4,3,2,0,3,0
33,2,82.9,3,5,4,1,2,0,0,1
77,1,99.0,1,18,4,2,1,0,0,1
39,0,124.67,11,12,4,4,2,0,3,0
59,0,85.5,5,8,3,1,2,0,0,1
62,2,118.8,12,8,4,2,0,0,0,1
98,0,65.0,9,21,2,1,0,0,0,1
8,1,119.0,4,26,4,2,0,3,0,1
190,0,89.25,8,19,4,5,2,3,0,0
207,2,76.5,8,21,4,3,2,0,0,1
115,0,58.0,3,28,3,3,1,0,0,1
107,1,87.67,6,13,4,3,1,0,0,1
1,0,94.5,8,22,3,1,2,1,0,1
0,0,0.0,9,22,1,1,0,0,0,1
148,0,114.3,8,7,4,0,1,0,0,0
13,1,160.0,9,4,4,1,2,0,3,1
49,0,74.8,11,19,4,5,2,3,0,0
39,1,242.77,10,17,4,3,1,0,6,1
0,0,159.0,7,1,4,1,0,0,0,1
55,1,97.2,11,2,4,2,0,0,0,1
12,0,95.0,11,10,4,4,0,0,0,1
88,0,80.75,5,2,3,2,1,0,0,1
6,1,131.0,4,15,4,1,0,0,0,1
20,1,99.0,6,12,4,1,2,3,0,1
116,0,85.0,2,28,3,1,2,0,0,1
86,0,139.95,7,27,4,4,0,0,3,0
22,0,89.0,3,16,2,2,0,0,0,1
1,1,130.94,9,20,4,1,0,0,0,1
2,0,140.0,10,25,4,1,0,0,0,1
105,0,131.4,8,26,4,2,1,0,3,0
152,0,133.17,7,16,4,4,2,1,0,0
67,2,219.6,4,30,4,1,1,1,3,1
3,0,65.0,5,30,2,1,1,0,0,1
67,1,161.1,5,12,4,3,0,1,0,1
33,0,113.4,6,13,4,3,1,0,0,0
117,1,116.05,7,8,4,3,2,0,0,1
297,0,106.0,12,19,2,2,1,0,4,1
177,1,68.68,10,30,3,3,2,0,0,1
12,2,177.0,6,20,4,0,1,0,3,1
16,2,144.67,4,12,4,3,0,0,3,1
19,2,120.12,5,3,4,3,0,0,3,1
1,0,65.0,11,19,2,1,0,0,0,0
4,1,98.0,12,26,4,0,1,0,0,1
9,0,111.0,11,25,4,1,0,0,0,1
0,0,135.0,3,21,2,0,1,0,4,1
19,0,48.67,2,8,3,2,1,0,3,1
19,0,69.0,12,5,4,3,2,0,0,1
162,1,95.25,5,4,3,4,0,0,0,1
13,0,75.0,7,26,2,1,0,0,0,1
8,0,67.0,5,4,2,1,0,0,0,1
40,0,60.0,11,2,3,3,1,0,3,1
185,2,85.0,3,27,4,1,2,0,0,1
5,0,231.0,8,3,4,1,0,0,5,0
0,0,0.0,9,17,1,1,0,0,0,1
133,0,82.45,8,19,3,2,1,0,3,0
192,2,76.5,8,6,4,3,2,0,0,1
95,1,119.85,4,30,4,3,2,0,0,1
117,0,89.75,8,1,3,1,2,1,1,1
35,2,153.3,3,26,4,1,2,0,3,1
107,1,92.28,5,12,4,3,2,0,0,1
12,1,67.0,10,12,2,1,0,0,0,1
5,1,89.0,3,7,4,2,1,3,0,0
64,4,120.15,9,5,4,1,1,0,0,1
111,0,120.0,10,10,3,2,1,0,0,1
9,0,166.0,7,14,4,2,0,0,3,1
63,1,110.7,6,26,4,3,2,0,0,1
107,0,55.63,12,18,4,2,2,0,0,0
56,0,185.0,9,25,3,2,1,0,0,1
0,0,210.0,7,13,4,1,0,1,0,0
14,1,71.6,1,15,4,1,0,0,0,1
6,1,87.78,10,19,4,2,1,3,0,1
96,1,90.9,4,8,4,1,0,0,0,0
16,1,91.5,12,2,4,2,0,3,0,1
100,1,76.5,7,2,4,2,0,0,0,0
90,0,80.75,5,1,3,0,2,0,0,1
55,0,67.0,3,31,2,2,0,0,0,1
61,1,99.66,4,24,4,2,2,0,0,1
65,4,146.1,7,8,4,4,2,0,3,1
36,1,159.0,3,24,4,3,0,0,3,0
255,1,84.43,10,12,4,4,0,3,0,0
134,2,135.15,6,15,4,4,2,0,0,1
24,1,115.5,1,6,4,2,0,0,0,1
116,0,96.05,9,18,4,2,1,1,0,0
5,0,65.0,10,27,2,1,0,0,0,1
108,2,123.25,7,5,4,5,1,0,0,0
52,0,126.9,5,14,4,3,2,0,0,1
1,1,91.0,6,13,4,1,1,0,0,1
47,0,65.0,11,11,2,1,0,0,0,1
30,0,75.6,4,12,4,2,0,0,0,1
0,0,119.0,4,26,4,1,0,3,0,1
0,0,108.11,7,28,4,1,0,0,0,1
35,0,84.24,6,1,4,2,0,3,0,0
8,0,95.0,9,25,3,0,2,0,0,1
18,2,121.0,6,8,4,2,0,0,0,1
0,0,79.0,2,6,4,1,0,0,0,1
8,0,89.0,12,19,3,2,2,1,0,1
0,0,65.0,10,7,2,1,0,0,0,1
133,0,76.0,6,13,3,3,1,0,0,1
8,1,126.0,9,20,4,1,2,0,0,1
150,0,63.75,7,21,3,1,0,3,0,0
94,0,60.0,12,24,3,3,2,0,3,1
150,2,135.0,10,3,4,2,1,0,0,1
7,1,201.0,7,29,4,1,0,0,5,1
28,1,133.95,5,1,4,2,2,0,0,1
62,1,69.5,3,4,4,2,1,3,0,1
73,0,116.1,5,31,4,2,0,3,0,0
86,0,65.0,6,26,2,0,1,0,0,1
22,2,187.0,7,8,4,2,1,0,3,1
292,0,86.7,12,13,4,4,0,0,3,0
110,0,168.3,9,23,4,2,0,0,3,0
0,1,129.0,6,21,4,1,0,3,0,1
4,1,101.0,11,4,4,4,0,0,0,1
142,0,85.0,12,17,4,4,2,0,0,0
1,0,0.0,11,5,1,2,0,0,0,1
17,1,67.76,11,14,4,2,1,0,0,1
18,0,102.88,12,4,4,2,2,0,1,1
258,0,96.3,10,29,4,1,2,0,0,0
89,1,113.4,10,3,4,1,1,0,0,1
10,0,215.0,5,13,4,3,2,0,5,0
17,0,97.0,3,16,4,1,0,3,0,0
271,0,62.64,12,3,4,1,2,0,0,1
115,1,90.0,11,18,4,2,0,0,0,0
106,2,135.9,9,20,4,5,1,0,0,0
1,1,116.27,7,12,4,3,0,0,0,1
26,1,88.4,12,14,4,4,0,0,0,1
63,0,107.1,4,2,4,1,1,0,3,1
31,2,125.1,9,11,4,0,1,3,0,1
96,2,118.8,10,21,4,2,2,0,0,1
64,1,93.6,12,3,4,1,1,0,0,1
2,2,83.0,3,31,2,2,0,0,0,1
132,0,72.25,7,14,3,3,0,0,0,1
32,1,109.0,10,25,4,5,0,3,0,1
4,2,65.0,10,24,2,2,1,0,0,1
92,0,150.3,8,20,4,2,2,0,3,0
12,2,111.0,2,27,4,1,0,0,0,1
23,0,72.8,2,10,4,4,0,0,0,0
2,1,0.0,6,6,1,0,1,0,6,1
84,1,96.3,6,26,4,0,1,0,0,1
168,0,99.45,8,1,4,4,1,0,0,0
177,1,99.3,7,19,4,3,0,0,0,1
10,2,126.5,2,10,4,4,0,0,0,0
71,0,126.9,6,9,4,1,0,0,0,0
261,1,93.78,10,22,4,4,2,0,0,1
91,1,106.92,10,7,4,1,0,0,0,0
47,0,60.0,11,14,3,1,2,0,3,1
109,0,114.3,7,9,4,1,2,0,0,1
11,0,94.5,8,15,3,1,2,1,0,1
35,1,85.0,10,28,3,2,1,0,0,1
80,1,95.24,4,28,4,3,0,0,3,1
148,0,100.8,6,2,4,3,0,0,0,1
15,0,63.6,3,13,4,3,2,3,0,0
0,0,67.0,12,13,2,1,0,0,0,1
172,1,114.41,8,10,3,4,0,0,3,0
98,1,140.0,12,17,4,2,2,0,3,1
61,1,93.6,12,8,4,3,0,0,0,1
232,2,81.82,8,1,4,7,3,0,1,0
101,0,132.6,5,25,4,4,0,0,3,1
0,1,0.0,10,12,1,1,1,0,0,1
10,1,111.35,5,31,4,3,0,0,0,1
85,2,97.02,4,7,4,5,2,0,3,1
89,2,52.85,11,30,4,4,1,0,0,1
7,2,161.33,10,9,4,2,1,0,3,1
3,1,93.0,3,8,4,4,0,3,0,1
36,2,81.9,3,10,4,1,0,0,0,1
71,0,152.1,8,19,4,1,0,0,3,0
35,1,131.4,4,5,4,3,0,0,3,1
100,2,146.7,7,18,4,1,1,0,3,1
209,0,168.3,7,22,4,1,0,0,5,0
43,0,96.3,4,21,3,2,0,0,3,1
85,1,140.4,5,26,4,2,0,0,3,0
3,0,95.0,5,10,3,2,0,0,0,1
19,0,167.0,4,27,4,1,0,0,3,0
245,0,128.7,10,28,4,2,1,0,0,0
40,1,80.32,8,30,4,3,0,0,0,1
116,0,60.0,2,28,3,2,2,0,0,0
9,0,141.0,5,9,4,3,1,0,3,0
54,1,95.0,10,29,3,1,2,0,0,1
19,1,96.0,11,29,4,1,0,0,0,1
46,2,123.3,3,31,4,2,0,0,3,1
178,1,99.45,8,3,4,4,0,0,0,1
2,0,0.0,10,9,4,2,2,0,0,1
76,2,129.0,6,17,4,2,2,0,0,1
246,0,80.75,9,7,3,5,2,0,0,1
45,1,90.88,4,17,4,2,2,3,0,1
52,1,108.0,8,29,4,2,1,3,0,1
50,1,74.8,11,15,4,4,0,3,0,1
82,1,116.1,5,16,4,1,1,3,0,1
142,1,129.0,6,10,4,2,1,0,3,1
55,1,152.1,9,15,4,1,0,0,0,1
87,0,131.0,12,25,4,0,2,0,0,1
17,1,70.0,3,17,2,2,0,0,0,1
41,0,89.0,5,24,2,1,0,0,0,0
57,0,219.6,12,29,4,3,0,0,3,0
1,0,80.0,7,21,3,1,0,3,0,1
48,2,93.5,3,20,4,2,2,0,0,1
145,0,94.5,8,29,3,1,2,1,0,0
81,2,79.2,12,7,4,1,0,3,0,1
42,0,0.0,11,7,4,0,0,0,0,1
2,0,82.0,2,21,3,1,2,0,0,1
62,3,88.4,11,16,4,4,0,0,0,1
17,1,91.0,2,14,4,1,2,0,0,0
7,2,136.0,10,21,4,2,0,0,3,1
26,2,159.0,9,17,4,1,0,0,0,1
64,0,130.0,5,17,2,2,0,0,0,0
1,0,140.0,10,22,4,1,0,0,0,1
56,2,167.45,4,19,4,4,0,0,5,1
91,0,102.06,10,17,4,2,1,0,0,0
148,3,113.69,7,1,4,6,2,0,0,1
169,2,107.0,4,23,4,2,2,0,0,0
113,2,113.05,12,27,4,5,2,0,3,0
44,0,93.6,5,31,4,2,0,3,0,0
1,1,139.0,7,21,4,1,0,3,0,1
37,0,72.0,12,1,3,3,0,0,0,1
0,0,31.0,3,16,3,2,0,0,1,1
50,0,63.75,3,11,4,2,2,3,0,0
56,1,79.0,12,6,4,2,0,0,3,1
25,0,221.0,5,19,4,1,0,0,5,0
247,0,93.0,6,6,3,1,1,1,0,1
8,0,116.5,6,20,4,3,1,3,0,0
1,1,89.0,4,16,4,2,2,3,0,1
213,0,92.65,10,1,4,2,2,3,0,0
45,2,223.75,7,27,4,1,0,0,6,1
114,2,76.5,7,27,4,2,1,0,0,1
26,0,140.67,4,27,4,3,0,0,3,0
1,2,170.0,9,27,3,2,0,0,4,1
32,1,75.0,11,15,1,2,0,0,4,1
188,1,94.14,10,24,4,2,1,0,0,1
45,0,81.62,10,23,4,1,0,0,0,1
225,0,103.46,6,28,4,5,2,0,3,0
49,1,75.95,1,24,4,3,2,0,0,1
66,2,95.46,9,5,4,3,1,0,3,1
0,0,65.0,3,14,2,2,1,0,0,1
54,1,121.68,9,9,3,2,0,3,0,1
2,2,0.0,5,19,4,1,0,3,0,1
51,1,79.2,11,15,4,3,0,3,0,1
58,2,158.53,6,10,4,2,1,0,3,1
62,1,105.3,7,17,4,1,2,0,0,1
2,0,65.0,6,29,2,1,0,0,0,1
106,2,140.0,12,25,4,0,1,0,3,0
67,1,98.1,9,6,4,2,0,0,0,0
298,1,79.59,10,9,4,5,2,0,3,1
103,1,159.84,9,6,3,3,0,1,0,1
66,0,89.1,4,2,4,1,2,0,0,0
27,0,65.0,6,29,2,1,0,0,0,1
1,0,65.0,11,11,3,5,2,0,0,1
6,0,148.5,4,8,4,2,2,0,3,0
190,0,165.6,9,8,4,3,0,1,0,0
19,1,132.89,11,6,4,3,2,0,0,1
0,2,168.0,9,19,4,1,1,3,0,1
335,0,55.33,10,13,3,3,0,0,0,1
213,1,92.29,6,30,4,5,2,3,0,1
15,1,105.0,9,9,4,2,0,0,0,1
141,2,137.7,7,16,4,1,1,0,4,1
12,0,104.0,5,11,3,4,0,0,0,1
55,2,135.9,9,26,4,3,1,0,0,1
25,2,114.0,9,18,4,2,1,0,0,1
30,0,140.4,5,20,4,2,2,0,3,0
1,0,47.25,8,29,3,1,2,1,0,1
67,0,57.0,1,29,3,2,0,0,0,1
23,1,112.0,11,11,4,1,0,0,0,1
170,0,114.04,9,29,4,5,2,0,0,0
108,0,77.03,4,28,4,1,0,0,3,1
40,0,118.8,4,22,4,2,0,0,3,0
117,2,128.7,6,27,4,0,1,0,0,1
5,0,65.0,12,1,2,4,0,0,0,1
4,1,149.38,9,22,4,1,0,0,3,1
152,1,146.7,8,13,4,1,2,0,3,0
14,1,88.0,11,14,4,2,1,3,0,1
4,0,118.0,3,5,4,1,2,0,3,0
73,1,87.3,4,3,4,1,2,0,0,1
2,0,89.0,3,30,4,1,0,3,0,1
135,2,114.75,7,13,4,5,2,0,0,1
27,0,107.1,6,12,4,1,2,0,3,0
138,0,96.3,8,29,4,1,1,0,0,1
31,1,135.9,7,9,4,1,1,0,0,1
10,1,153.0,8,25,4,4,0,0,5,1
